Course,Section,Time,Location,Enrollment,Classification,Day
MATH 2111,T1A,We 06:00PM - 06:50PM,"Rm 1009, LSK Bldg (80)",31,LSK Bldg,We
MATH 2111,T1B,Tu 06:00PM - 06:50PM,"Rm 2503, Lift 25-26 (87)",40,Lift 25-26,Tu
MATH 2111,T1C,Th 06:00PM - 06:50PM,"G009B, CYT Bldg (70)",40,CYT Bldg,Th
MATH 2111,T2A,Mo 06:00PM - 06:50PM,"Rm 2406, Lift 17-18 (76)",40,Lift 17-18,Mo
MATH 2111,T2B,We 05:00PM - 05:50PM,"Rm 2407, Lift 17-18 (126)",40,Lift 17-18,We
MATH 2111,T2C,Mo 11:00AM - 11:50AM,"Rm 1033, LSK Bldg (51)",38,LSK Bldg,Mo
MATH 2111,T3A,Th 06:00PM - 06:50PM,"Rm 2404, Lift 17-18 (81)",40,Lift 17-18,Th
MATH 2111,T3B,Mo 11:00AM - 11:50AM,"G009B, CYT Bldg (70)",40,CYT Bldg,Mo
MATH 2111,T3C,Tu 05:30PM - 06:20PM,"Rm 1034, LSK Bldg (80)",40,LSK Bldg,Tu
MATH 2111,T4A,Mo 04:30PM - 05:20PM,"Rm 2503, Lift 25-26 (87)",40,Lift 25-26,Mo
MATH 2111,T4B,"01-SEP-2023 - 29-SEP-2023
Fr 10:30AM - 11:20AM","Multi-function Room, LG4, LIB",38,LG4,Fr
MATH 2111,T4C,Fr 01:30PM - 02:20PM,"Rm 6591, Lift 31-32 (88)",38,Lift 31-32,Fr
MATH 2121,L1,TuTh 04:30PM - 05:50PM,Lecture Theater C (211),137,Lecture Theater C,TuTh
MATH 2121,L2,TuTh 09:00AM - 10:20AM,Lecture Theater D (216),134,Lecture Theater D,TuTh
MATH 2121,T1A,Th 06:00PM - 06:50PM,"Rm 4504, Lift 25-26 (54)",54,Lift 25-26,Th
MATH 2121,T1B,Th 10:00AM - 10:50AM,"Rm 2303, Lift 17-18 (91)",36,Lift 17-18,Th
MATH 2121,T1C,Fr 11:30AM - 12:20PM,"Rm 1409, Lift 25-26 (60)",47,Lift 25-26,Fr
MATH 2121,T2A,Tu 12:30PM - 01:20PM,"Rm 6602, Lift 31-32 (60)",51,Lift 31-32,Tu
MATH 2121,T2B,We 06:00PM - 06:50PM,"G009B, CYT Bldg (70)",32,CYT Bldg,We
MATH 2121,T2C,We 12:00PM - 12:50PM,"Rm 2406, Lift 17-18 (76)",51,Lift 17-18,We
MATH 2131,L1,MoWe 12:00PM - 01:20PM,"Rm 5583, Lift 29-30 (80)",77,Lift 29-30,MoWe
MATH 2131,T1A,Tu 06:00PM - 06:50PM,"Rm 1010, LSK Bldg (80)",40,LSK Bldg,Tu
MATH 2131,T1B,Tu 03:00PM - 03:50PM,"Rm 6591, Lift 31-32 (88)",37,Lift 31-32,Tu
MATH 2350,L1,WeFr 04:30PM - 05:50PM,"G010, CYT Bldg (140)",100,CYT Bldg,WeFr
MATH 2350,L2,TuTh 10:30AM - 11:50AM,"Rm 2407, Lift 17-18 (126)",95,Lift 17-18,TuTh
MATH 2350,T1A,Tu 06:00PM - 06:50PM,"Rm 2464, Lift 25-26 (122)",35,Lift 25-26,Tu
MATH 2350,T1B,We 03:00PM - 03:50PM,"Rm 1104, Acad Concourse (120)",40,Acad Concourse,We
MATH 2350,T1C,Th 06:00PM - 06:50PM,"Rm 2504, Lift 25-26 (84)",25,Lift 25-26,Th
MATH 2350,T2A,Th 06:00PM - 06:50PM,"Rm 2407, Lift 17-18 (126)",35,Lift 17-18,Th
MATH 2350,T2B,We 11:00AM - 11:50AM,"G009B, CYT Bldg (70)",37,CYT Bldg,We
MATH 2350,T2C,Tu 09:30AM - 10:20AM,"Rm 4504, Lift 25-26 (54)",23,Lift 25-26,Tu
MATH 2351,L1,TuTh 01:30PM - 02:50PM,"Rm 2504, Lift 25-26 (84)",79,Lift 25-26,TuTh
MATH 2351,T1A,We 07:00PM - 07:50PM,"Rm 1409, Lift 25-26 (60)",39,Lift 25-26,We
MATH 2351,T1B,Th 10:30AM - 11:20AM,"Rm 6602, Lift 31-32 (60)",40,Lift 31-32,Th
MATH 2411,L1,TuTh 03:00PM - 04:20PM,"Rm 4619, Lift 31-32 (126)",125,Lift 31-32,TuTh
MATH 2411,L2,TuTh 01:30PM - 02:50PM,"Rm 4619, Lift 31-32 (126)",125,Lift 31-32,TuTh
MATH 2411,T1A,Fr 05:00PM - 05:50PM,"Rm 4504, Lift 25-26 (54)",42,Lift 25-26,Fr
MATH 2411,T1B,Mo 06:00PM - 06:50PM,"Rm 5583, Lift 29-30 (80)",41,Lift 29-30,Mo
MATH 2411,T1C,Fr 12:30PM - 01:20PM,"Rm 4504, Lift 25-26 (54)",42,Lift 25-26,Fr
MATH 2411,T2A,Tu 03:00PM - 03:50PM,"Rm 1027, LSK Bldg (40)",42,LSK Bldg,Tu
MATH 2411,T2B,Tu 06:00PM - 06:50PM,"Rm 1014, LSK Bldg (80)",42,LSK Bldg,Tu
MATH 2411,T2C,Th 04:30PM - 05:20PM,"Rm 1007, LSK Bldg (80)",41,LSK Bldg,Th
MATH 2421,L1,MoWe 10:30AM - 11:50AM,Lecture Theater E (143),83,Lecture Theater E,MoWe
MATH 2421,T1A,Th 11:00AM - 11:50AM,"Rm 1032, LSK Bldg (45)",45,LSK Bldg,Th
MATH 2421,T1B,Th 05:00PM - 05:50PM,"Rm 4504, Lift 25-26 (54)",38,Lift 25-26,Th
MATH 2511,L1,MoWe 10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)",80,Lift 31-32,MoWe
MATH 2511,T1A,We 06:00PM - 06:50PM,"Rm 6602, Lift 31-32 (60)",42,Lift 31-32,We
MATH 2511,T1B,Th 12:00PM - 12:50PM,"Rm 1032, LSK Bldg (45)",38,LSK Bldg,Th
MATH 2731,L1,TuTh 09:00AM - 10:20AM,"Rm 4503, Lift 25-26 (64)",11,Lift 25-26,TuTh
MATH 2731,T1A,Th 06:00PM - 06:50PM,"Rm 2464, Lift 25-26 (122)",11,Lift 25-26,Th
MATH 3033,L1,TuTh 10:30AM - 11:50AM,Lecture Theater K (106),80,Lecture Theater K,TuTh
MATH 3033,L2,Mo 03:00PM - 04:20PM,"Rm 2504, Lift 25-26 (84)",72,Lift 25-26,Mo
MATH 3033,L2,Fr 10:30AM - 11:50AM,"Rm 2504, Lift 25-26 (84)",72,Lift 25-26,Fr
MATH 3033,T1A,Th 06:00PM - 06:50PM,Lecture Theater H (72),41,Lecture Theater H,Th
MATH 3033,T1B,Mo 12:00PM - 12:50PM,"Rm 2303, Lift 17-18 (91)",39,Lift 17-18,Mo
MATH 3033,T2A,Fr 04:30PM - 05:20PM,"Rm 2463, Lift 25-26 (42)",37,Lift 25-26,Fr
MATH 3033,T2B,Th 06:00PM - 06:50PM,"Rm 2303, Lift 17-18 (91)",35,Lift 17-18,Th
MATH 3043,L1,Mo 03:00PM - 04:20PM,"Rm 2463, Lift 25-26 (42)",18,Lift 25-26,Mo
MATH 3043,L1,Fr 10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)",18,Lift 25-26,Fr
MATH 3043,T1A,Mo 07:00PM - 07:50PM,"G009A, CYT Bldg (80)",18,CYT Bldg,Mo
MATH 3121,L1,TuTh 04:30PM - 05:50PM,"Rm 4619, Lift 31-32 (126)",87,Lift 31-32,TuTh
MATH 3121,T1A,We 06:00PM - 06:50PM,"Rm 1409, Lift 25-26 (60)",41,Lift 25-26,We
MATH 3121,T1B,Mo 06:00PM - 06:50PM,"G009A, CYT Bldg (80)",46,CYT Bldg,Mo
MATH 3312,L1,TuTh 12:00PM - 01:20PM,"Rm 2502, Lift 25-26 (120)",99,Lift 25-26,TuTh
MATH 3312,T1A,Fr 01:30PM - 02:20PM,"Rm 2304, Lift 17-18 (76)",51,Lift 17-18,Fr
MATH 3312,T1B,Th 06:00PM - 06:50PM,"Rm 1011, LSK Bldg (80)",48,LSK Bldg,Th
MATH 3332,L1,MoWe 09:00AM - 10:20AM,"Rm 2504, Lift 25-26 (84)",50,Lift 25-26,MoWe
MATH 3332,T1A,Fr 03:00PM - 03:50PM,"Rm 4504, Lift 25-26 (54)",50,Lift 25-26,Fr
MATH 3343,L1,MoWe 09:00AM - 10:20AM,"Rm 4504, Lift 25-26 (54)",33,Lift 25-26,MoWe
MATH 3343,T1A,Tu 06:00PM - 06:50PM,"Rm 4502, Lift 25-26 (60)",33,Lift 25-26,Tu
MATH 3423,L1,Mo 01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)",99,Lift 25-26,Mo
MATH 3423,L1,Fr 09:00AM - 10:20AM,"Rm 2464, Lift 25-26 (122)",99,Lift 25-26,Fr
MATH 3423,T1A,Mo 07:00PM - 07:50PM,"Rm 4475, Lift 25-26 (30)",27,Lift 25-26,Mo
MATH 3423,T1B,Mo 04:30PM - 05:20PM,"Rm 4475, Lift 25-26 (30)",30,Lift 25-26,Mo
MATH 3423,T1C,Tu 11:00AM - 11:50AM,"G003, CYT Bldg (30)",19,CYT Bldg,Tu
MATH 3423,T1D,Mo 10:30AM - 11:20AM,"G003, CYT Bldg (30)",23,CYT Bldg,Mo
MATH 4052,L1,TuTh 09:00AM - 10:20AM,"Rm 4502, Lift 25-26 (60)",41,Lift 25-26,TuTh
MATH 4052,T1A,We 01:30PM - 02:20PM,"Rm 2304, Lift 17-18 (76)",41,Lift 17-18,We
MATH 4063,L1,TuTh 01:30PM - 02:50PM,"Rm 6573, Lift 29-30 (88)",15,Lift 29-30,TuTh
MATH 4063,T1A,We 06:00PM - 06:50PM,"Rm 5506, Lift 25-26 (30)",15,Lift 25-26,We
MATH 4141,L1,TuTh 03:00PM - 04:20PM,"Rm 1032, LSK Bldg (45)",40,LSK Bldg,TuTh
MATH 4141,T1A,Tu 07:00PM - 07:50PM,"Rm 6602, Lift 31-32 (60)",40,Lift 31-32,Tu
MATH 4223,L1,Mo 04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)",32,Lift 31-32,Mo
MATH 4223,L1,Fr 12:00PM - 01:20PM,"Rm 6591, Lift 31-32 (88)",32,Lift 31-32,Fr
MATH 4223,T1A,Fr 06:00PM - 06:50PM,"Rm 2302, Lift 17-18 (74)",32,Lift 17-18,Fr
MATH 4336,L1,MoWeFr 09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)",9,Lift 25-26,MoWeFr
MATH 4336,T1A,Mo 11:00AM - 11:50AM,"Rm 1410, Lift 25-26 (60)",9,Lift 25-26,Mo
MATH 4423,L1,WeFr 01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)",20,Lift 25-26,WeFr
MATH 4423,T1A,We 04:00PM - 04:50PM,"Rm 2304, Lift 17-18 (76)",20,Lift 17-18,We
MATH 4424,L1,TuTh 09:00AM - 10:20AM,Lecture Theater H (72),48,Lecture Theater H,TuTh
MATH 4424,T1A,Th 07:00PM - 07:50PM,"Rm 4504, Lift 25-26 (54)",48,Lift 25-26,Th
MATH 4427,L1,TuTh 04:30PM - 05:50PM,"Rm 1409, Lift 25-26 (60)",15,Lift 25-26,TuTh
MATH 4427,T1A,Tu 06:00PM - 06:50PM,"Rm 1409, Lift 25-26 (60)",15,Lift 25-26,Tu
MATH 4432,L1,TuTh 12:00PM - 01:20PM,"Rm 5583, Lift 29-30 (80)",80,Lift 29-30,TuTh
MATH 4432,T1A,We 07:00PM - 07:50PM,"G009B, CYT Bldg (70)",40,CYT Bldg,We
MATH 4432,T1B,Tu 07:00PM - 07:50PM,"G009B, CYT Bldg (70)",40,CYT Bldg,Tu
MATH 4511,L1,TuTh 01:30PM - 02:50PM,"G009A, CYT Bldg (80)",78,CYT Bldg,TuTh
MATH 4511,T1A,We 05:00PM - 05:50PM,"Rm 6602, Lift 31-32 (60)",40,Lift 31-32,We
MATH 4511,T1B,Mo 06:00PM - 06:50PM,"Rm 2463, Lift 25-26 (42)",38,Lift 25-26,Mo
MATH 4981N,L1,TBA,TBA,2,TBA,TBA
MATH 4985I,L1,TBA,TBA,1,TBA,TBA
MATH 4985J,L1,TBA,TBA,1,TBA,TBA
MATH 4985K,L1,TBA,TBA,1,TBA,TBA
MATH 4992,L1,MoWe 12:00PM - 01:20PM,Rm 3209A,52,Rm 3209A,MoWe
MATH 4992,T1A,Mo 06:00PM - 06:50PM,Rm 3209A,52,Rm 3209A,Mo
MATH 4993,L1,MoWe 12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)",28,Lift 25-26,MoWe
MATH 4994,L1,MoWe 12:00PM - 01:20PM,"Rm 1027, LSK Bldg (40)",11,LSK Bldg,MoWe
MATH 4995,L1,MoWe 12:00PM - 01:20PM,"Rm 2463, Lift 25-26 (42)",12,Lift 25-26,MoWe
MATH 4995,T1A,TBA,TBA,12,TBA,TBA
MATH 4999,L1,TBA,TBA,1,TBA,TBA
MATH 4999,L2,TBA,TBA,2,TBA,TBA
MATH 4999,L3,TBA,TBA,2,TBA,TBA
MATH 4999,L4,TBA,TBA,1,TBA,TBA
MATH 4999,L5,TBA,TBA,1,TBA,TBA
MATH 4999,L6,TBA,TBA,1,TBA,TBA
MATH 5111,L1,We 03:00PM - 05:50PM,"G001, CYT Bldg (24)",20,CYT Bldg,We
MATH 5143,L1,TuTh 10:30AM - 11:50AM,"Rm 5566, Lift 27-28 (24)",11,Lift 27-28,TuTh
MATH 5240,L1,We 09:00AM - 11:50AM,"G001, CYT Bldg (24)",10,CYT Bldg,We
MATH 5251,L1,Mo 09:00AM - 11:50AM,"G001, CYT Bldg (24)",13,CYT Bldg,Mo
MATH 5285,L1,WeFr 01:30PM - 02:50PM,"Rm 2610, Lift 31-32 (26)",19,Lift 31-32,WeFr
MATH 5311,L1,TuTh 01:30PM - 02:50PM,"Rm 1033, LSK Bldg (51)",37,LSK Bldg,TuTh
MATH 5350,L1,Tu 06:30PM - 09:20PM,"Rm 4475, Lift 25-26 (30)",15,Lift 25-26,Tu
MATH 5351,L1,TuTh 10:30AM - 11:50AM,"Rm 4472, Lift 25-26 (30)",17,Lift 25-26,TuTh
MATH 5411,L1,Mo 03:00PM - 05:50PM,"G009B, CYT Bldg (70)",62,CYT Bldg,Mo
MATH 5431,L1,We 09:00AM - 11:50AM,"Rm 4503, Lift 25-26 (64)",38,Lift 25-26,We
MATH 5471,L1,TuTh 04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)",19,Lift 25-26,TuTh
MATH 5472,L1,TuTh 03:00PM - 04:20PM,"Rm 5506, Lift 25-26 (30)",21,Lift 25-26,TuTh
MATH 5520,L1,TuTh 10:30AM - 11:50AM,"Rm 2126A, Lift 19 (28)",4,Lift 19,TuTh
MATH 6450K,L1,We 03:00PM - 05:50PM,"Rm 4472, Lift 25-26 (30)",17,Lift 25-26,We
MATH 6771,T1,TBA,TBA,43,TBA,TBA
MATH 6900A,T1,Fr 03:00PM - 03:50PM,Lecture Theater F (133),40,Lecture Theater F,Fr
MATH 6900B,T1,TBA,TBA,2,TBA,TBA
MATH 6900C,T1,TBA,TBA,31,TBA,TBA
MATH 6900D,T1,TBA,TBA,2,TBA,TBA
MATH 6911D,L1,TBA,TBA,1,TBA,TBA
MATH 6911E,L1,Tu 07:00PM - 09:50PM,"Rm 5506, Lift 25-26 (30)",20,Lift 25-26,Tu
MATH 6911F,L1,Th 07:00PM - 09:50PM,TBA,1,TBA,Th
MATH 6911G,L1,Mo 07:00PM - 09:50PM,"Rm 5506, Lift 25-26 (30)",11,Lift 25-26,Mo
MATH 6911H,L1,TBA,TBA,4,TBA,TBA
MATH 6911I,L1,Th 01:30PM - 04:20PM,"Rm 5564, Lift 27-28 (30)",4,Lift 27-28,Th
MATH 6911J,L1,Th 04:00PM - 06:50PM,"Rm 5508, Lift 25-26 (30)",4,Lift 25-26,Th
MATH 6911K,L1,TBA,TBA,1,TBA,TBA
MATH 6911L,L1,TBA,TBA,2,TBA,TBA
MATH 6911M,L1,TBA,TBA,9,TBA,TBA
MATH 6911N,L1,TBA,TBA,1,TBA,TBA
MATH 6911O,L1,TBA,TBA,1,TBA,TBA
MATH 6911P,L1,TBA,TBA,1,TBA,TBA
MATH 6912Z,L1,We 03:00PM - 04:50PM,TBA,1,TBA,We
MATH 6915,T1,TBA,TBA,16,TBA,TBA
MATH 6915A,T1,TBA,TBA,5,TBA,TBA
MATH 6916,T1,TBA,TBA,1,TBA,TBA
MATH 6990,R1,TBA,TBA,8,TBA,TBA
MATH 7990,R1,TBA,TBA,45,TBA,TBA
MCEE 5130,L1,We 07:00PM - 09:50PM,"Rm 2306, Lift 17-18 (111)",86,Lift 17-18,We
MCEE 5210,L1,Th 07:00PM - 09:50PM,"Rm 2306, Lift 17-18 (111)",45,Lift 17-18,Th
MCEE 5520,L1,Tu 07:00PM - 09:50PM,"Rm 2465, Lift 25-26 (122)",59,Lift 25-26,Tu
MCEE 5820,L1,Tu 03:00PM - 05:50PM,"G009B, CYT Bldg (70)",70,CYT Bldg,Tu
MCEE 5830,L1,Mo 07:00PM - 09:50PM,"Rm 1104, Acad Concourse (120)",83,Acad Concourse,Mo
MCEE 5910,L1,Fr 07:00PM - 09:50PM,"Rm 1104, Acad Concourse (120)",18,Acad Concourse,Fr
MCEE 6980B,R1,TBA,TBA,57,TBA,TBA
MECH 1902,L1,WeFr 04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)",64,Lift 17-18,WeFr
MECH 1906,L1,MoWe 12:00PM - 01:20PM,Lecture Theater E (143),120,Lecture Theater E,MoWe
MECH 1907,L1,MoWe 09:00AM - 10:20AM,"Rm 5583, Lift 29-30 (80)",79,Lift 29-30,MoWe
MECH 1990,R1,TBA,TBA,2,TBA,TBA
MECH 2020,L1,WeFr 04:30PM - 05:50PM,Lecture Theater D (216),92,Lecture Theater D,WeFr
MECH 2020,T1,Mo 06:00PM - 06:50PM,Lecture Theater C (211),92,Lecture Theater C,Mo
MECH 2310,L1,Mo 04:30PM - 05:50PM,"Rm 2304, Lift 17-18 (76)",58,Lift 17-18,Mo
MECH 2310,L1,Fr 12:00PM - 01:20PM,"Rm 2304, Lift 17-18 (76)",58,Lift 17-18,Fr
MECH 2310,L2,MoWe 10:30AM - 11:50AM,"Rm 2304, Lift 17-18 (76)",48,Lift 17-18,MoWe
MECH 2310,T1,Fr 09:00AM - 09:50AM,"Rm 2503, Lift 25-26 (87)",58,Lift 25-26,Fr
MECH 2310,T2,Th 06:00PM - 06:50PM,"Rm 2406, Lift 17-18 (76)",48,Lift 17-18,Th
MECH 3030,L1,TuTh 09:00AM - 10:20AM,"Rm 2464, Lift 25-26 (122)",101,Lift 25-26,TuTh
MECH 3030,T1,Th 06:00PM - 06:50PM,"Rm 4621, Lift 31-32 (126)",101,Lift 31-32,Th
MECH 3110,L1,MoWe 09:00AM - 10:20AM,"G009A, CYT Bldg (80)",5,CYT Bldg,MoWe
MECH 3110,T1,Tu 04:30PM - 05:20PM,"Rm 1027, LSK Bldg (40)",5,LSK Bldg,Tu
MECH 3300,L1,MoWe 10:30AM - 11:50AM,Lecture Theater K (106),61,Lecture Theater K,MoWe
MECH 3300,T1,We 06:00PM - 06:50PM,"Rm 5583, Lift 29-30 (80)",61,Lift 29-30,We
MECH 3310,L1,TuTh 10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)",97,Lift 31-32,TuTh
MECH 3310,T1,Mo 06:00PM - 06:50PM,"Rm 2502, Lift 25-26 (120)",97,Lift 25-26,Mo
MECH 3400,L1,TuTh 04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)",49,Lift 17-18,TuTh
MECH 3400,T1,Tu 06:00PM - 06:50PM,"Rm 2302, Lift 17-18 (74)",49,Lift 17-18,Tu
MECH 3420,L1,MoWe 09:00AM - 10:20AM,"Rm 5620, Lift 31-32 (70)",19,Lift 31-32,MoWe
MECH 3420,T1,We 06:00PM - 06:50PM,"Rm 2502, Lift 25-26 (120)",19,Lift 25-26,We
MECH 3610,L1,Mo 03:00PM - 04:20PM,"G010, CYT Bldg (140)",137,CYT Bldg,Mo
MECH 3610,L1,Fr 10:30AM - 11:50AM,"G010, CYT Bldg (140)",137,CYT Bldg,Fr
MECH 3610,T1,Mo 05:00PM - 05:50PM,"LTL, CYT Bldg (354)",137,CYT Bldg,Mo
MECH 3610,LA1,Tu 01:30PM - 03:20PM,"Rm 2136, Lift 22",137,Lift 22,Tu
MECH 3640,L1,WeFr 03:00PM - 04:20PM,"Rm 2302, Lift 17-18 (74)",47,Lift 17-18,WeFr
MECH 3640,T1,We 06:00PM - 06:50PM,"Rm 1104, Acad Concourse (120)",47,Acad Concourse,We
MECH 3650,L1,WeFr 01:30PM - 02:50PM,"G009B, CYT Bldg (70)",46,CYT Bldg,WeFr
MECH 3650,T1,Th 03:00PM - 03:50PM,"Rm 4502, Lift 25-26 (60)",46,Lift 25-26,Th
MECH 3670,L1,Mo 01:30PM - 02:50PM,"Rm 2302, Lift 17-18 (74)",47,Lift 17-18,Mo
MECH 3670,L1,Fr 09:00AM - 10:20AM,"Rm 2302, Lift 17-18 (74)",47,Lift 17-18,Fr
MECH 3670,T1,Tu 11:00AM - 11:50AM,"Rm 1034, LSK Bldg (80)",47,LSK Bldg,Tu
MECH 3710,L1,TuTh 04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)",46,Lift 25-26,TuTh
MECH 3710,T1,Tu 06:00PM - 06:50PM,"Rm 4620, Lift 31-32 (126)",46,Lift 31-32,Tu
MECH 4360,L1,WeFr 04:30PM - 05:50PM,"Rm 2404, Lift 17-18 (81)",16,Lift 17-18,WeFr
MECH 4720,L1,Mo 04:30PM - 05:50PM,"Rm 5508, Lift 25-26 (30)",12,Lift 25-26,Mo
MECH 4720,L1,Fr 12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)",12,Lift 25-26,Fr
MECH 4750,L1,Th 12:00PM - 02:50PM,"Rm 4475, Lift 25-26 (30)",12,Lift 25-26,Th
MECH 4810,L1,TuTh 09:00AM - 10:20AM,"Rm 5566, Lift 27-28 (24)",17,Lift 27-28,TuTh
MECH 4900,R1,TBA,TBA,54,TBA,TBA
MECH 4950,LA1,TBA,TBA,1,TBA,TBA
MECH 4980,R1,TBA,TBA,30,TBA,TBA
MECH 5010,L1,We 06:30PM - 09:20PM,"Rm 4472, Lift 25-26 (30)",24,Lift 25-26,We
MECH 5210,L1,Tu 03:00PM - 05:50PM,"Rm 4475, Lift 25-26 (30)",25,Lift 25-26,Tu
MECH 5430,L1,Mo 01:30PM - 04:20PM,"Rm 4472, Lift 25-26 (30)",26,Lift 25-26,Mo
MECH 5930,L1,We 03:00PM - 05:50PM,"G003, CYT Bldg (30)",12,CYT Bldg,We
MECH 5940,L1,Th 03:00PM - 05:50PM,"Rm 4475, Lift 25-26 (30)",8,Lift 25-26,Th
MECH 5950,L1,Mo 06:30PM - 09:20PM,"Rm 5620, Lift 31-32 (70)",26,Lift 31-32,Mo
MECH 5961,L1,We 10:30AM - 01:20PM,"G002, CYT Bldg (30)",13,CYT Bldg,We
MECH 6090Y,L1,TBA,TBA,100,TBA,TBA
MECH 6910T,L1,Tu 07:00PM - 09:50PM,"Rm 4503, Lift 25-26 (64)",25,Lift 25-26,Tu
MECH 6950C,R1,TBA,TBA,6,TBA,TBA
MECH 6990,R1,TBA,TBA,18,TBA,TBA
MECH 7990,R1,TBA,TBA,165,TBA,TBA
MESF 5010,L1,We 07:00PM - 09:50PM,"Rm 1104, Acad Concourse (120)",70,Acad Concourse,We
MESF 5210,L1,Mo 07:00PM - 09:50PM,"Rm 2306, Lift 17-18 (111)",81,Lift 17-18,Mo
MESF 5370,L1,Sa 10:00AM - 12:50PM,"Rm 2306, Lift 17-18 (111)",63,Lift 17-18,Sa
MESF 5430,L1,Tu 07:00PM - 09:50PM,"Rm 2404, Lift 17-18 (81)",76,Lift 17-18,Tu
MESF 5930,L1,"02-SEP-2023 - 07-OCT-2023
Sa 03:00PM - 05:50PM","Rm 2404, Lift 17-18 (81)",47,Lift 17-18,Sa
MESF 6910N,L1,Th 07:00PM - 09:50PM,"Rm 1104, Acad Concourse (120)",49,Acad Concourse,Th
MESF 6950C,R1,TBA,TBA,74,TBA,TBA
MFIT 5002,L1,"24-OCT-2023 - 12-DEC-2023
Tu 07:00PM - 10:20PM","Rm 2502, Lift 25-26 (120)",61,Lift 25-26,Tu
MFIT 5003,L1,"29-AUG-2023 - 17-OCT-2023
Tu 07:00PM - 10:20PM","Rm 2502, Lift 25-26 (120)",65,Lift 25-26,Tu
MFIT 5005,L1,"02-SEP-2023 - 07-OCT-2023
Sa 02:00PM - 05:20PM","Rm 2502, Lift 25-26 (120)",65,Lift 25-26,Sa
MFIT 5006,L1,"01-SEP-2023 - 20-OCT-2023
Fr 07:00PM - 10:20PM","Rm 5583, Lift 29-30 (80)",17,Lift 29-30,Fr
MFIT 5008,L1,Th 07:30PM - 10:20PM,"Rm 2302, Lift 17-18 (74)",29,Lift 17-18,Th
MFIT 5011,L1,Mo 07:30PM - 10:20PM,"G009B, CYT Bldg (70)",18,CYT Bldg,Mo
MFIT 5012,R1,TBA,TBA,88,TBA,TBA
MFIT 6000B,L1,"02-SEP-2023 - 07-OCT-2023
Sa 06:30PM - 09:20PM","G009B, CYT Bldg (70)",61,CYT Bldg,Sa
MGCS 5001,L1,Tu 02:00PM - 04:50PM,"Rm 3401, Lift 17-18 (30)",40,Lift 17-18,Tu
MGCS 5006,L1,Th 09:00AM - 11:50AM,TBA,24,TBA,Th
MGCS 5008,L1,Th 07:00PM - 09:50PM,"Rm 1409, Lift 25-26 (60)",40,Lift 25-26,Th
MGCS 5010,L1,Mo 09:00AM - 10:50AM,"Rm 1027, LSK Bldg (40)",40,LSK Bldg,Mo
MGCS 5010,T1,Mo 11:00AM - 11:50AM,"Rm 1027, LSK Bldg (40)",40,LSK Bldg,Mo
MGCS 5038,L1,Fr 09:00AM - 11:50AM,"Rm 103, Shaw Auditorium",29,Shaw Auditorium,Fr
MGCS 5101,L1,Tu 06:30PM - 09:20PM,"Rm 2463, Lift 25-26 (42)",28,Lift 25-26,Tu
MGCS 5103,L1,Tu 10:30AM - 01:20PM,"Rm 2463, Lift 25-26 (42)",20,Lift 25-26,Tu
MGCS 6100,R1,TBA,TBA,6,TBA,TBA
MGCS 6200,R1,TBA,TBA,6,TBA,TBA
MGCS 6980,R1,TBA,TBA,7,TBA,TBA
MGMT 1110,L1,WeFr 04:30PM - 05:50PM,"Rm 1010, LSK Bldg (80)",51,LSK Bldg,WeFr
MGMT 1110,L2,WeFr 03:00PM - 04:20PM,"Rm 1010, LSK Bldg (80)",51,LSK Bldg,WeFr
MGMT 1130,L1,TuTh 01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)",60,Lift 17-18,TuTh
MGMT 1130,L2,TuTh 03:00PM - 04:20PM,"Rm 2404, Lift 17-18 (81)",60,Lift 17-18,TuTh
MGMT 1130,L3,TuTh 04:30PM - 05:50PM,"Rm 2404, Lift 17-18 (81)",60,Lift 17-18,TuTh
MGMT 2010,L1,Th 01:30PM - 03:20PM,"Rm 1009, LSK Bldg (80)",69,LSK Bldg,Th
MGMT 2010,L2,Mo 10:30AM - 12:20PM,"Rm 1014, LSK Bldg (80)",69,LSK Bldg,Mo
MGMT 2010,L3,Fr 12:30PM - 02:20PM,"Rm 1034, LSK Bldg (80)",68,LSK Bldg,Fr
MGMT 2010,L4,Th 10:30AM - 12:20PM,"Rm 1034, LSK Bldg (80)",69,LSK Bldg,Th
MGMT 2010,L5,Fr 04:00PM - 05:50PM,"Rm 2407, Lift 17-18 (126)",68,Lift 17-18,Fr
MGMT 2010,L6,Tu 10:30AM - 12:20PM,"Rm 1014, LSK Bldg (80)",66,LSK Bldg,Tu
