Course,Section,Time,Location,Enrollment,Classification,Day
HMAW 1905A,T02,Tu 09:00AM - 10:20AM,TBA,24,TBA,Tu
HMAW 1905A,T03,Tu 09:00AM - 10:20AM,TBA,23,TBA,Tu
HMAW 1905A,T04,We 09:00AM - 10:20AM,TBA,21,TBA,We
HMAW 1905A,T05,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T06,Th 09:00AM - 10:20AM,TBA,19,TBA,Th
HMAW 1905A,T07,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T08,Tu 09:00AM - 10:20AM,TBA,19,TBA,Tu
HMAW 1905A,T09,Tu 09:00AM - 10:20AM,TBA,18,TBA,Tu
HMAW 1905A,T10,Tu 09:00AM - 10:20AM,TBA,20,TBA,Tu
HMAW 1905A,T11,We 09:00AM - 10:20AM,TBA,22,TBA,We
HMAW 1905A,T12,Th 09:00AM - 10:20AM,TBA,21,TBA,Th
HMAW 1905A,T13,Th 09:00AM - 10:20AM,TBA,21,TBA,Th
HMAW 1905A,T14,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T15,Tu 09:00AM - 10:20AM,TBA,18,TBA,Tu
HMAW 1905A,T16,Tu 09:00AM - 10:20AM,TBA,18,TBA,Tu
HMAW 1905A,T17,Tu 09:00AM - 10:20AM,TBA,20,TBA,Tu
HMAW 1905A,T18,Tu 06:00PM - 07:20PM,TBA,18,TBA,Tu
HMAW 1905A,T19,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T20,Th 09:00AM - 10:20AM,TBA,19,TBA,Th
HMAW 1905A,T21,Th 09:00AM - 10:20AM,TBA,22,TBA,Th
HMAW 1905A,T22,Tu 09:00AM - 10:20AM,TBA,19,TBA,Tu
HMAW 1905A,T23,Tu 09:00AM - 10:20AM,TBA,22,TBA,Tu
HMAW 1905A,T24,Tu 09:00AM - 10:20AM,TBA,20,TBA,Tu
HMAW 1905A,T25,Tu 06:00PM - 07:20PM,TBA,18,TBA,Tu
HMAW 1905A,T26,Th 09:00AM - 10:20AM,TBA,16,TBA,Th
HMAW 1905A,T27,Th 09:00AM - 10:20AM,TBA,19,TBA,Th
HMAW 1905A,T28,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T29,Tu 09:00AM - 10:20AM,TBA,21,TBA,Tu
HMAW 1905A,T30,Tu 09:00AM - 10:20AM,TBA,19,TBA,Tu
HMAW 1905A,T31,Tu 09:00AM - 10:20AM,TBA,20,TBA,Tu
HMAW 1905A,T32,We 09:00AM - 10:20AM,TBA,23,TBA,We
HMAW 1905A,T33,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T34,Th 09:00AM - 10:20AM,TBA,20,TBA,Th
HMAW 1905A,T35,TBA,TBA,2,TBA,TBA
HMAW 1905B,T01,Th 12:00PM - 01:20PM,TBA,30,TBA,Th
HMAW 1905B,T02,Th 12:00PM - 01:20PM,TBA,30,TBA,Th
HMAW 1905B,T03,Th 12:00PM - 01:20PM,TBA,31,TBA,Th
HMAW 1905B,T04,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T05,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T06,Th 12:00PM - 01:20PM,TBA,28,TBA,Th
HMAW 1905B,T07,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T08,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T09,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T10,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T11,Th 12:00PM - 01:20PM,TBA,30,TBA,Th
HMAW 1905B,T12,Th 12:00PM - 01:20PM,TBA,29,TBA,Th
HMAW 1905B,T13,Tu 12:00PM - 01:20PM,TBA,29,TBA,Tu
HMAW 1905B,T14,Tu 12:00PM - 01:20PM,TBA,30,TBA,Tu
HMAW 1905B,T15,Tu 12:00PM - 01:20PM,TBA,31,TBA,Tu
HMAW 1905B,T16,Tu 12:00PM - 01:20PM,TBA,30,TBA,Tu
HMAW 1905B,T17,Tu 12:00PM - 01:20PM,TBA,29,TBA,Tu
HMAW 1905B,T18,Tu 12:00PM - 01:20PM,TBA,28,TBA,Tu
HMAW 1905B,T19,Tu 12:00PM - 01:20PM,TBA,27,TBA,Tu
HMAW 1905B,T20,Tu 12:00PM - 01:20PM,TBA,29,TBA,Tu
HMAW 1905B,T21,Tu 12:00PM - 01:20PM,TBA,29,TBA,Tu
HMAW 1905B,T22,Tu 12:00PM - 01:20PM,TBA,27,TBA,Tu
HMAW 1905B,T23,Tu 12:00PM - 01:20PM,TBA,30,TBA,Tu
HMAW 1905B,T24,Tu 12:00PM - 01:20PM,TBA,28,TBA,Tu
HMAW 1905B,T25,Fr 01:30PM - 02:50PM,TBA,28,TBA,Fr
HMAW 1905B,T26,Fr 01:30PM - 02:50PM,TBA,30,TBA,Fr
HMAW 1905B,T27,Fr 01:30PM - 02:50PM,TBA,29,TBA,Fr
HMAW 1905B,T28,Fr 01:30PM - 02:50PM,TBA,30,TBA,Fr
HMAW 1905B,T29,Fr 01:30PM - 02:50PM,TBA,31,TBA,Fr
HMAW 1905B,T30,Fr 01:30PM - 02:50PM,TBA,30,TBA,Fr
HMAW 1905B,T31,Fr 01:30PM - 02:50PM,TBA,30,TBA,Fr
HMAW 1905B,T32,Fr 01:30PM - 02:50PM,TBA,28,TBA,Fr
HMAW 1905B,T33,Fr 01:30PM - 02:50PM,TBA,30,TBA,Fr
HMAW 1905B,T34,Fr 01:30PM - 02:50PM,TBA,29,TBA,Fr
HMAW 1905B,T35,Fr 01:30PM - 02:50PM,TBA,28,TBA,Fr
HMAW 1905B,T36,Fr 01:30PM - 02:50PM,TBA,28,TBA,Fr
HMAW 1905B,T37,TBA,TBA,50,TBA,TBA
HMAW 1905C,T01,Mo 06:00PM - 07:20PM,TBA,174,TBA,Mo
HMAW 1905C,T02,Mo 06:00PM - 07:20PM,TBA,138,TBA,Mo
HMAW 1905C,T03,Mo 06:00PM - 07:20PM,TBA,145,TBA,Mo
HMAW 1905C,T04,Mo 06:00PM - 07:20PM,TBA,161,TBA,Mo
HMAW 1905C,T05,Mo 06:00PM - 07:20PM,TBA,156,TBA,Mo
HMAW 1905C,T06,Mo 06:00PM - 07:20PM,TBA,155,TBA,Mo
HMAW 1905C,T07,Mo 06:00PM - 07:20PM,TBA,26,TBA,Mo
HMAW 1905C,T08,Mo 06:00PM - 07:20PM,TBA,19,TBA,Mo
HMAW 1905D,T01,Fr 03:00PM - 04:20PM,"Rm 4620, Lift 31-32 (126)",97,Lift 31-32,Fr
HMAW 1905E,T01,Th 06:00PM - 07:20PM,"Rm 1032, LSK Bldg (45)",25,LSK Bldg,Th
HMMA 5001,L1,Fr 03:00PM - 05:50PM,"Rm 1409, Lift 25-26 (60)",59,Lift 25-26,Fr
HUMA 1000A,L1,Mo 12:00PM - 01:50PM,Lecture Theater A (401),398,Lecture Theater A,Mo
HUMA 1000A,T01,Th 11:00AM - 12:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Th
HUMA 1000A,T02,Th 11:00AM - 12:50PM,TBA,20,TBA,Th
HUMA 1000A,T03,Mo 09:30AM - 11:20AM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Mo
HUMA 1000A,T04,Mo 09:30AM - 11:20AM,TBA,20,TBA,Mo
HUMA 1000A,T05,We 05:00PM - 06:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,We
HUMA 1000A,T06,We 05:00PM - 06:50PM,TBA,19,TBA,We
HUMA 1000A,T07,Th 05:00PM - 06:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Th
HUMA 1000A,T08,Th 05:00PM - 06:50PM,TBA,20,TBA,Th
HUMA 1000A,T09,Tu 11:30AM - 01:20PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Tu
HUMA 1000A,T10,Tu 11:30AM - 01:20PM,TBA,20,TBA,Tu
HUMA 1000A,T11,We 11:00AM - 12:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,We
HUMA 1000A,T12,We 11:00AM - 12:50PM,TBA,20,TBA,We
HUMA 1000A,T13,Fr 04:00PM - 05:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Fr
HUMA 1000A,T14,Fr 04:00PM - 05:50PM,TBA,20,TBA,Fr
HUMA 1000A,T15,Tu 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Tu
HUMA 1000A,T16,Tu 02:00PM - 03:50PM,TBA,20,TBA,Tu
HUMA 1000A,T17,We 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,We
HUMA 1000A,T18,We 09:00AM - 10:50AM,TBA,19,TBA,We
HUMA 1000A,T19,We 03:00PM - 04:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,We
HUMA 1000A,T20,We 03:00PM - 04:50PM,TBA,20,TBA,We
HUMA 1000B,L1,Tu 11:00AM - 12:50PM,Lecture Theater A (401),401,Lecture Theater A,Tu
HUMA 1000B,T01,We 01:00PM - 02:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,We
HUMA 1000B,T02,We 01:00PM - 02:50PM,TBA,20,TBA,We
HUMA 1000B,T03,Mo 11:30AM - 01:20PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Mo
HUMA 1000B,T04,Mo 11:30AM - 01:20PM,TBA,20,TBA,Mo
HUMA 1000B,T05,Fr 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Fr
HUMA 1000B,T06,Fr 02:00PM - 03:50PM,TBA,20,TBA,Fr
HUMA 1000B,T07,Tu 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)",21,Lift 25-26,Tu
HUMA 1000B,T08,Tu 09:00AM - 10:50AM,TBA,20,TBA,Tu
HUMA 1000B,T09,Th 01:00PM - 02:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Th
HUMA 1000B,T10,Th 01:00PM - 02:50PM,TBA,20,TBA,Th
HUMA 1000B,T11,Tu 04:00PM - 05:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Tu
HUMA 1000B,T12,Tu 04:00PM - 05:50PM,TBA,20,TBA,Tu
HUMA 1000B,T13,Th 03:00PM - 04:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Th
HUMA 1000B,T14,Th 03:00PM - 04:50PM,TBA,20,TBA,Th
HUMA 1000B,T15,Th 09:00AM - 10:50AM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Th
HUMA 1000B,T16,Th 09:00AM - 10:50AM,TBA,20,TBA,Th
HUMA 1000B,T17,Fr 09:30AM - 11:20AM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Fr
HUMA 1000B,T18,Fr 09:30AM - 11:20AM,TBA,20,TBA,Fr
HUMA 1000B,T19,Mo 02:00PM - 03:50PM,"Rm 3494, Lift 25-26 (20)",20,Lift 25-26,Mo
HUMA 1000B,T20,Mo 02:00PM - 03:50PM,TBA,20,TBA,Mo
HUMA 1010,L1,Mo 04:30PM - 05:50PM,"Rm 2306, Lift 17-18 (111)",93,Lift 17-18,Mo
HUMA 1010,L1,Fr 12:00PM - 01:20PM,"Rm 2306, Lift 17-18 (111)",93,Lift 17-18,Fr
HUMA 1060,L1,Fr 01:30PM - 03:20PM,"Rm 4621, Lift 31-32 (126)",99,Lift 31-32,Fr
HUMA 1060,T1,We 06:00PM - 06:50PM,"Rm 2306, Lift 17-18 (111)",50,Lift 17-18,We
HUMA 1060,T2,We 06:00PM - 06:50PM,"Rm 2406, Lift 17-18 (76)",49,Lift 17-18,We
HUMA 1100,L1,WeFr 04:30PM - 05:50PM,"Rm 2465, Lift 25-26 (122)",21,Lift 25-26,WeFr
HUMA 1102,L1,MoWe 12:00PM - 01:20PM,"LTL, CYT Bldg (354)",84,CYT Bldg,MoWe
HUMA 1107,L1,TuTh 10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)",92,Lift 17-18,TuTh
HUMA 1154,L1,We 06:00PM - 07:50PM,"Rm 4619, Lift 31-32 (126)",49,Lift 31-32,We
HUMA 1154,T1,We 08:00PM - 08:50PM,"Rm 4619, Lift 31-32 (126)",49,Lift 31-32,We
HUMA 1156,L1,Tu 02:00PM - 03:50PM,"Multi-function Room, LG4, LIB",52,LG4,Tu
HUMA 1156,T1,Tu 04:00PM - 04:50PM,"Multi-function Room, LG4, LIB",30,LG4,Tu
HUMA 1156,T2,Tu 05:00PM - 05:50PM,"Multi-function Room, LG4, LIB",22,LG4,Tu
HUMA 1440,L1,Mo 04:30PM - 05:20PM,"Rm 1104, Acad Concourse (120)",99,Acad Concourse,Mo
HUMA 1440,L1,Fr 12:00PM - 12:50PM,"Rm 1104, Acad Concourse (120)",99,Acad Concourse,Fr
HUMA 1440,T1,Mo 05:30PM - 05:50PM,"Rm 1104, Acad Concourse (120)",99,Acad Concourse,Mo
HUMA 1440,T1,Fr 01:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)",99,Acad Concourse,Fr
HUMA 1520,L1,Fr 09:00AM - 10:50AM,"Rm 4620, Lift 31-32 (126)",25,Lift 31-32,Fr
HUMA 1520,T1,Fr 11:00AM - 11:50AM,"Rm 4620, Lift 31-32 (126)",25,Lift 31-32,Fr
HUMA 1674,L1,WeFr 03:00PM - 04:20PM,"Rm 2306, Lift 17-18 (111)",72,Lift 17-18,WeFr
HUMA 1920,L1,Mo 06:00PM - 08:50PM,"Rm 4621, Lift 31-32 (126)",100,Lift 31-32,Mo
HUMA 1930,L1,Fr 09:00AM - 10:50AM,"Rm 4472, Lift 25-26 (30)",18,Lift 25-26,Fr
HUMA 1930,T1,Fr 11:00AM - 11:50AM,"Rm 4472, Lift 25-26 (30)",18,Lift 25-26,Fr
HUMA 2000D,L1,Th 01:30PM - 04:20PM,"Rm 1409, Lift 25-26 (60)",9,Lift 25-26,Th
HUMA 2031,L1,Mo 01:30PM - 03:20PM,"Rm 4620, Lift 31-32 (126)",91,Lift 31-32,Mo
HUMA 2031,T1,Mo 03:30PM - 04:20PM,"Rm 2306, Lift 17-18 (111)",48,Lift 17-18,Mo
HUMA 2031,T2,Mo 03:30PM - 04:20PM,"Rm 4620, Lift 31-32 (126)",43,Lift 31-32,Mo
HUMA 2101,L1,TuTh 04:30PM - 05:50PM,"LTL, CYT Bldg (354)",33,CYT Bldg,TuTh
HUMA 2104,L1,MoWe 09:00AM - 09:50AM,"Rm 103, Shaw Auditorium",36,Shaw Auditorium,MoWe
HUMA 2104,T1,Mo 10:00AM - 10:50AM,"Rm 103, Shaw Auditorium",13,Shaw Auditorium,Mo
HUMA 2104,T2,Mo 11:00AM - 11:50AM,"Rm 103, Shaw Auditorium",4,Shaw Auditorium,Mo
HUMA 2104,T3,We 10:00AM - 10:50AM,"Rm 103, Shaw Auditorium",14,Shaw Auditorium,We
HUMA 2104,T4,We 11:00AM - 11:50AM,"Rm 103, Shaw Auditorium",5,Shaw Auditorium,We
HUMA 2105,L1,TuTh 03:00PM - 04:20PM,"LTL, CYT Bldg (354)",24,CYT Bldg,TuTh
HUMA 2107,L1,Tu 09:00AM - 10:50AM,"Rm 105, Shaw Auditorium",18,Shaw Auditorium,Tu
HUMA 2107,L2,Th 09:00AM - 10:50AM,"Rm 105, Shaw Auditorium",17,Shaw Auditorium,Th
HUMA 2107,T1A,Tu 12:00PM - 12:50PM,"Rm 105, Shaw Auditorium",7,Shaw Auditorium,Tu
HUMA 2107,T1B,Tu 01:00PM - 01:50PM,"Rm 105, Shaw Auditorium",5,Shaw Auditorium,Tu
HUMA 2107,T1C,Tu 02:00PM - 02:50PM,"Rm 105, Shaw Auditorium",6,Shaw Auditorium,Tu
HUMA 2107,T2A,Th 12:00PM - 12:50PM,"Rm 105, Shaw Auditorium",7,Shaw Auditorium,Th
HUMA 2107,T2B,Th 01:00PM - 01:50PM,"Rm 105, Shaw Auditorium",5,Shaw Auditorium,Th
HUMA 2107,T2C,Th 02:00PM - 02:50PM,"Rm 105, Shaw Auditorium",5,Shaw Auditorium,Th
HUMA 2240,L1,Th 04:30PM - 05:50PM,"Rm 5620, Lift 31-32 (70)",45,Lift 31-32,Th
HUMA 2240,T1,TBA,TBA,45,TBA,TBA
HUMA 2260,L1,Fr 03:00PM - 04:50PM,"Rm 1104, Acad Concourse (120)",29,Acad Concourse,Fr
HUMA 2260,T1,Fr 05:00PM - 05:50PM,"Rm 1104, Acad Concourse (120)",29,Acad Concourse,Fr
HUMA 2621,L1,Tu 12:00PM - 01:50PM,"Rm 2306, Lift 17-18 (111)",84,Lift 17-18,Tu
HUMA 2621,T1,Tu 02:00PM - 02:50PM,"Rm 2306, Lift 17-18 (111)",84,Lift 17-18,Tu
HUMA 2632,L1,Mo 09:00AM - 10:50AM,"Rm 1410, Lift 25-26 (60)",11,Lift 25-26,Mo
HUMA 2632,T1,Tu 11:00AM - 11:50AM,"Rm 2302, Lift 17-18 (74)",11,Lift 17-18,Tu
HUMA 2640,L1,WeFr 01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)",68,Acad Concourse,WeFr
HUMA 2660,L1,TuTh 04:30PM - 05:50PM,Lecture Theater K (106),103,Lecture Theater K,TuTh
HUMA 2680,L1,TuTh 09:00AM - 10:20AM,Lecture Theater K (106),94,Lecture Theater K,TuTh
HUMA 3060,L1,TuTh 12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)",95,Lift 31-32,TuTh
HUMA 3103,L1,Mo 03:00PM - 04:50PM,"G004, CYT Bldg (30)",1,CYT Bldg,Mo
HUMA 3203,L1,Th 12:00PM - 01:50PM,"Rm 1011, LSK Bldg (80)",54,LSK Bldg,Th
HUMA 3203,T1,Th 02:00PM - 02:50PM,"Rm 1011, LSK Bldg (80)",54,LSK Bldg,Th
HUMA 4250,L1,Mo 12:00PM - 02:50PM,"Rm 4502, Lift 25-26 (60)",19,Lift 25-26,Mo
HUMA 4530,L1,We 09:00AM - 11:50AM,"Rm 1410, Lift 25-26 (60)",18,Lift 25-26,We
HUMA 4700,L1,We 01:30PM - 03:20PM,"Rm 6602, Lift 31-32 (60)",16,Lift 31-32,We
HUMA 4700,T1,We 03:30PM - 04:20PM,"Rm 6602, Lift 31-32 (60)",16,Lift 31-32,We
HUMA 5270,L1,Mo 09:00AM - 11:50AM,"Rm 5564, Lift 27-28 (30)",20,Lift 27-28,Mo
HUMA 5300,L1,Tu 09:00AM - 11:50AM,"Rm 1026, LSK Bldg (28)",20,LSK Bldg,Tu
HUMA 5451,L1,Tu 12:00PM - 02:50PM,"Rm 5566, Lift 27-28 (24)",2,Lift 27-28,Tu
HUMA 5520,L1,Fr 06:00PM - 08:50PM,"Rm 5562, Lift 27-28 (30)",12,Lift 27-28,Fr
HUMA 5541,L1,We 09:00AM - 11:50AM,TBA,8,TBA,We
HUMA 5620,L1,Th 12:00PM - 02:50PM,"Rm 2126D, Lift 19 (34)",21,Lift 19,Th
HUMA 5685,L1,Mo 03:00PM - 05:50PM,"Rm 4502, Lift 25-26 (60)",6,Lift 25-26,Mo
HUMA 5695,L1,We 01:30PM - 04:20PM,"Rm 1026, LSK Bldg (28)",3,LSK Bldg,We
HUMA 5697,L1,Mo 12:00PM - 02:50PM,"G003, CYT Bldg (30)",5,CYT Bldg,Mo
HUMA 5770,L1,Th 09:00AM - 11:50AM,"Rm 1026, LSK Bldg (28)",6,LSK Bldg,Th
HUMA 5800,L1,Th 03:00PM - 05:50PM,"Rm 5566, Lift 27-28 (24)",24,Lift 27-28,Th
HUMA 5901,L1,Tu 03:00PM - 05:50PM,"Rm 5566, Lift 27-28 (24)",15,Lift 27-28,Tu
HUMA 5950,L1,WeFr 01:30PM - 02:50PM,"Rm 4472, Lift 25-26 (30)",20,Lift 25-26,WeFr
HUMA 6001Z,L1,Fr 09:00AM - 11:50AM,"G001, CYT Bldg (24)",15,CYT Bldg,Fr
HUMA 6100A,R1,TBA,TBA,2,TBA,TBA
HUMA 6100B,R1,TBA,TBA,1,TBA,TBA
HUMA 6300,T1,TBA,TBA,9,TBA,TBA
HUMA 6990,R1,TBA,TBA,7,TBA,TBA
HUMA 7990,R1,TBA,TBA,8,TBA,TBA
IBTM 5050,L1,We 07:00PM - 09:50PM,Lecture Theater E (143),131,Lecture Theater E,We
IBTM 5150,L1,Fr 07:00PM - 09:50PM,"Rm 4621, Lift 31-32 (126)",101,Lift 31-32,Fr
IBTM 5460,L1,Mo 07:00PM - 09:50PM,"Rm 2502, Lift 25-26 (120)",85,Lift 25-26,Mo
IBTM 5500,L1,Th 07:00PM - 09:50PM,Lecture Theater E (143),96,Lecture Theater E,Th
IBTM 5670,L1,"02-SEP-2023 - 07-OCT-2023
Sa 03:00PM - 05:50PM","G009B, CYT Bldg (70)",25,CYT Bldg,Sa
IBTM 5680,L1,Tu 07:00PM - 09:50PM,"Rm 2504, Lift 25-26 (84)",76,Lift 25-26,Tu
IBTM 6950A,R1,TBA,TBA,7,TBA,TBA
IBTM 6950B,R1,TBA,TBA,65,TBA,TBA
IDPO 2500B,L1,Mo 10:30AM - 01:20PM,Lecture Theater F (133),15,Lecture Theater F,Mo
IDPO 2910,L1,Th 03:00PM - 05:50PM,"Rm 5560, Lift 27-28 (30)",8,Lift 27-28,Th
IEDA 1010,T1,Fr 12:00PM - 12:50PM,Lecture Theater C (211),26,Lecture Theater C,Fr
IEDA 1010,T2,Fr 12:00PM - 12:50PM,TBA,24,TBA,Fr
IEDA 1010,T3,Fr 12:00PM - 12:50PM,TBA,26,TBA,Fr
IEDA 1010,T4,Fr 12:00PM - 12:50PM,TBA,20,TBA,Fr
IEDA 1020,T1,Fr 12:00PM - 12:50PM,TBA,22,TBA,Fr
IEDA 1020,T2,Fr 12:00PM - 12:50PM,TBA,22,TBA,Fr
IEDA 1020,T3,Fr 12:00PM - 12:50PM,TBA,18,TBA,Fr
IEDA 1020,T4,Fr 12:00PM - 12:50PM,TBA,11,TBA,Fr
IEDA 1901,R1,TBA,TBA,6,TBA,TBA
IEDA 1991,R1,TBA,TBA,1,TBA,TBA
IEDA 2010,L1,We 01:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)",95,Lift 25-26,We
IEDA 2010,T1,We 06:00PM - 06:50PM,"Rm 4502, Lift 25-26 (60)",50,Lift 25-26,We
IEDA 2010,T2,Th 06:00PM - 06:50PM,"Rm 2465, Lift 25-26 (122)",45,Lift 25-26,Th
IEDA 2520,L1,MoWe 12:00PM - 01:20PM,Lecture Theater G (132),128,Lecture Theater G,MoWe
IEDA 2520,T1,Fr 11:00AM - 11:50AM,"Rm 2304, Lift 17-18 (76)",65,Lift 17-18,Fr
IEDA 2520,T2,Mo 06:00PM - 06:50PM,"Rm 4619, Lift 31-32 (126)",63,Lift 31-32,Mo
IEDA 3010,L1,Mo 03:30PM - 05:50PM,"G009A, CYT Bldg (80)",80,CYT Bldg,Mo
IEDA 3010,LA1,Tu 09:00AM - 10:20AM,"Rm 3207, Lift 21",39,Lift 21,Tu
IEDA 3010,LA2,Mo 10:30AM - 11:50AM,"Rm 3207, Lift 21",41,Lift 21,Mo
IEDA 3130,L1,We 01:00PM - 02:50PM,"Rm 4504, Lift 25-26 (54)",35,Lift 25-26,We
IEDA 3130,LA1,We 09:30AM - 12:20PM,"Rm 3207, Lift 21",35,Lift 21,We
IEDA 3230,L1,Mo 01:30PM - 02:50PM,"Rm 4621, Lift 31-32 (126)",93,Lift 31-32,Mo
IEDA 3230,L1,Fr 09:00AM - 10:20AM,"Rm 4621, Lift 31-32 (126)",93,Lift 31-32,Fr
IEDA 3250,L1,WeFr 04:30PM - 05:50PM,Lecture Theater K (106),78,Lecture Theater K,WeFr
IEDA 3250,T1,Tu 06:00PM - 06:50PM,"G009B, CYT Bldg (70)",55,CYT Bldg,Tu
IEDA 3250,T2,Tu 10:00AM - 10:50AM,"Rm 6591, Lift 31-32 (88)",23,Lift 31-32,Tu
IEDA 3300,L1,MoWe 09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)",92,Lift 31-32,MoWe
IEDA 3300,LA1,Fr 04:00PM - 05:50PM,"Rm 3207, Lift 21",43,Lift 21,Fr
IEDA 3300,LA2,Fr 02:00PM - 03:50PM,"Rm 3207, Lift 21",49,Lift 21,Fr
IEDA 3302,L1,WeFr 03:00PM - 04:20PM,"Rm 2463, Lift 25-26 (42)",33,Lift 25-26,WeFr
IEDA 3302,T1,Mo 10:30AM - 11:20AM,"Rm 6573, Lift 29-30 (88)",33,Lift 29-30,Mo
IEDA 3330,L1,WeFr 01:30PM - 02:50PM,"Rm 2406, Lift 17-18 (76)",41,Lift 17-18,WeFr
IEDA 3330,T1,Th 06:00PM - 06:50PM,"Rm 2304, Lift 17-18 (76)",41,Lift 17-18,Th
IEDA 3410,L1,TuTh 10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)",27,Lift 25-26,TuTh
IEDA 3410,T1,We 06:00PM - 06:50PM,"G009A, CYT Bldg (80)",27,CYT Bldg,We
IEDA 4410,L1,Mo 01:30PM - 02:50PM,"G009B, CYT Bldg (70)",38,CYT Bldg,Mo
IEDA 4410,L1,Fr 09:00AM - 10:20AM,"G009B, CYT Bldg (70)",38,CYT Bldg,Fr
IEDA 4420,L1,TuTh 10:30AM - 11:50AM,"Rm 4475, Lift 25-26 (30)",19,Lift 25-26,TuTh
IEDA 4510,L1,MoWe 12:00PM - 01:20PM,"Rm 1033, LSK Bldg (51)",15,LSK Bldg,MoWe
IEDA 4520,L1,MoWe 09:00AM - 10:20AM,"Rm 5508, Lift 25-26 (30)",16,Lift 25-26,MoWe
IEDA 4520,T1,Tu 04:30PM - 05:20PM,"Rm 3207, Lift 21",16,Lift 21,Tu
IEDA 4920,R1,TBA,TBA,26,TBA,TBA
IEDA 4960,R1,TBA,TBA,26,TBA,TBA
IEDA 5230,L1,We 12:00PM - 02:50PM,"Rm 4475, Lift 25-26 (30)",22,Lift 25-26,We
IEDA 5270,L1,Tu 12:00PM - 02:50PM,"Rm 4503, Lift 25-26 (64)",30,Lift 25-26,Tu
IEDA 5470,L1,Mo 06:00PM - 08:50PM,"Rm 1409, Lift 25-26 (60)",9,Lift 25-26,Mo
IEDA 6800Y,L1,Mo 10:30AM - 11:20AM,"Rm 2302, Lift 17-18 (74)",31,Lift 17-18,Mo
IEDA 6990,R1,TBA,TBA,4,TBA,TBA
IEDA 7990,R1,TBA,TBA,18,TBA,TBA
IIMP 2000,T1,TBA,TBA,5,TBA,TBA
IIMP 4900G,R1,TBA,TBA,2,TBA,TBA
IIMP 4980,R1,TBA,TBA,1,TBA,TBA
IIMP 6090,T1,Mo 04:30PM - 05:20PM,"Rm 4472, Lift 25-26 (30)",25,Lift 25-26,Mo
IIMP 6990,R1,TBA,TBA,15,TBA,TBA
IIMP 7990,R1,TBA,TBA,24,TBA,TBA
IMBA 5070,L1,TBA,TBA,45,TBA,TBA
IMBA 5110,L1,TBA,TBA,45,TBA,TBA
IMBA 5240,L1,"28-OCT-2023 - 29-OCT-2023
SaSu 08:30AM - 05:20PM",TBA,46,TBA,SaSu
IMBA 5360,L1,"26-OCT-2023 - 27-OCT-2023
ThFr 08:30AM - 05:20PM",TBA,47,TBA,ThFr
INTR 7990,R1,TBA,TBA,15,TBA,TBA
IOTA 6990,R1,TBA,TBA,1,TBA,TBA
IOTA 7990,R1,TBA,TBA,5,TBA,TBA
IPEN 7990,R1,TBA,TBA,9,TBA,TBA
